,acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,reference,art,geog,buyer,training
306,10307,M,NY,11501,115,25,1,47,81,128,4,1,1,1,0,0,0,1,no,1
307,10308,F,NJ,8872,887,3,3,15,216,231,1,0,0,0,1,0,0,0,no,1
308,10309,F,NY,10954,109,5,1,26,168,194,2,0,0,1,1,0,0,0,no,1
309,10310,F,PA,17356,173,23,15,28,236,264,2,0,1,0,0,0,1,0,no,1
310,10311,F,DE,19804,198,17,3,35,225,260,3,1,0,0,1,1,0,0,no,1
311,10312,F,MA,2072,207,73,35,112,329,441,10,3,1,3,1,1,0,1,no,1
312,10313,M,MD,20815,208,13,11,26,7,33,2,0,1,0,1,0,0,0,no,1
313,10314,F,NY,11554,115,19,9,68,304,372,5,0,0,0,0,2,1,2,no,1
314,10315,F,PA,19072,190,21,21,15,48,63,1,0,0,0,0,0,0,1,no,1
315,10316,M,NY,11234,112,19,15,29,34,63,2,0,0,0,1,0,0,1,no,1
316,10317,F,NY,13903,139,15,9,29,4,33,2,0,0,1,0,0,0,1,no,1
317,10318,M,NY,13215,132,51,17,119,37,156,10,1,0,2,2,2,2,1,no,1
318,10319,M,NY,11210,112,9,3,26,19,45,2,0,0,1,1,0,0,0,no,0
319,10320,F,NY,11372,113,25,1,138,58,196,12,3,2,2,1,0,0,4,no,1
320,10321,F,NJ,7930,793,7,7,15,161,176,1,0,0,1,0,0,0,0,no,1
321,10322,F,NJ,8525,852,3,3,15,205,220,1,0,0,1,0,0,0,0,no,0
322,10323,M,NJ,7470,747,33,9,131,153,284,12,3,0,2,4,1,1,1,no,1
323,10324,F,NY,11412,114,5,5,15,259,274,1,0,0,0,1,0,0,0,no,0
324,10325,M,NJ,7940,794,31,15,64,252,316,6,3,1,0,1,0,1,0,no,0
325,10326,F,NJ,8558,855,17,11,29,230,259,2,0,0,0,0,1,0,1,no,0
326,10327,F,NY,12581,125,9,1,23,68,91,2,2,0,0,0,0,0,0,no,0
327,10328,F,NJ,8012,801,43,9,119,300,419,11,6,0,4,0,1,0,0,no,0
328,10329,F,MD,21219,212,15,15,15,298,313,1,1,0,0,0,0,0,0,no,1
329,10330,M,PA,18954,189,43,5,119,92,211,11,3,2,3,0,0,2,1,no,0
330,10331,F,CT,6351,635,13,13,15,220,235,1,0,1,0,0,0,0,0,no,1
331,10332,M,NY,14202,142,23,23,15,291,306,1,1,0,0,0,0,0,0,no,1
332,10333,F,NY,13041,130,33,29,25,255,280,2,0,1,1,0,0,0,0,no,1
333,10334,M,NY,11236,112,17,17,15,14,29,1,0,0,0,0,0,0,1,no,1
334,10335,F,NY,11354,113,15,9,29,59,88,2,0,0,1,0,0,0,1,no,0
335,10336,M,MD,21012,210,47,11,85,70,155,8,2,1,3,1,0,0,1,no,0
336,10337,F,NJ,8015,801,7,7,15,216,231,1,0,0,1,0,0,0,0,no,1
337,10338,F,NH,3087,308,55,9,104,174,278,9,1,2,2,0,0,0,4,no,0
338,10339,F,NY,11530,115,15,5,36,35,71,3,0,1,1,0,1,0,0,no,1
339,10340,F,NJ,7052,705,37,27,38,282,320,3,0,0,2,0,0,1,0,no,0
340,10341,F,MD,21209,212,15,15,15,97,112,1,0,0,1,0,0,0,0,no,0
341,10342,M,MD,20901,209,17,7,49,60,109,4,0,0,3,0,0,0,1,no,1
342,10343,F,NY,11218,112,19,19,15,270,285,1,0,0,1,0,0,0,0,no,1
343,10344,F,NY,11703,117,19,17,25,90,115,2,1,0,1,0,0,0,0,no,0
344,10345,F,NY,10037,100,9,3,26,208,234,2,1,0,0,1,0,0,0,no,1
345,10346,F,NY,11746,117,53,1,103,314,417,9,1,1,3,1,1,0,2,no,1
346,10347,F,NY,11530,115,39,7,82,23,105,7,1,1,1,0,2,0,2,no,0
347,10348,F,MD,20851,208,13,13,15,13,28,1,0,0,0,0,1,0,0,no,1
348,10349,F,NY,11417,114,19,19,15,82,97,1,0,0,0,0,0,1,0,no,1
349,10350,M,ME,4538,453,1,1,15,197,212,1,0,0,1,0,0,0,0,no,1
350,10351,F,PA,19464,194,25,25,15,34,49,1,0,1,0,0,0,0,0,no,1
351,10352,F,NY,10314,103,37,35,29,241,270,2,0,0,1,0,0,0,1,no,1
352,10353,M,NY,11801,118,27,9,41,276,317,3,0,0,0,0,1,1,1,no,1
353,10354,M,NY,10022,100,31,21,39,10,49,3,0,0,1,1,0,1,0,no,1
354,10355,M,NY,12077,120,75,13,135,122,257,12,2,1,3,1,2,2,1,no,0
355,10356,M,NJ,7410,741,67,15,108,81,189,9,1,0,1,3,1,1,2,no,1
356,10357,F,PA,19335,193,41,7,115,96,211,10,3,0,2,0,0,1,4,no,0
357,10358,F,NY,14616,146,17,15,28,113,141,2,0,0,0,1,0,1,0,no,0
358,10359,M,MA,1020,102,31,9,76,267,343,7,3,1,0,1,1,1,0,no,1
359,10360,F,NJ,7762,776,31,15,35,57,92,3,0,1,0,1,0,1,0,no,1
360,10361,M,RI,2879,287,29,23,24,49,73,2,1,1,0,0,0,0,0,no,1
361,10362,F,NY,13740,137,45,9,94,129,223,8,1,1,1,1,0,2,2,no,1
362,10363,M,MA,1960,196,39,31,24,286,310,2,1,1,0,0,0,0,0,no,1
363,10364,F,CT,6525,652,49,9,92,260,352,8,3,3,0,0,0,0,2,no,1
364,10365,F,NY,10128,101,13,13,15,146,161,1,0,0,0,0,0,0,1,no,1
365,10366,F,CT,6897,689,51,27,141,205,346,12,3,1,3,1,0,3,1,no,1
366,10367,F,NY,11355,113,25,25,15,40,55,1,0,0,1,0,0,0,0,no,1
367,10368,F,CT,6001,600,35,9,93,44,137,9,3,0,4,1,0,1,0,no,1
368,10369,F,PA,19382,193,17,13,26,7,33,2,0,0,1,1,0,0,0,no,1
369,10370,F,NJ,7470,747,23,11,34,287,321,3,0,1,1,0,1,0,0,no,1
370,10371,F,NY,11733,117,9,7,27,193,220,2,0,0,1,0,1,0,0,no,1
371,10372,F,NY,11753,117,1,1,15,134,149,1,1,0,0,0,0,0,0,no,1
372,10373,F,MD,20716,207,13,13,15,276,291,1,0,0,1,0,0,0,0,no,1
373,10374,F,PA,17109,171,21,17,29,172,201,2,0,1,0,0,0,0,1,no,1
374,10375,F,MD,21144,211,5,5,15,287,302,1,0,0,1,0,0,0,0,no,1
375,10376,F,PA,19076,190,11,11,15,268,283,1,0,0,0,1,0,0,0,no,1
376,10377,F,MA,1852,185,49,25,82,92,174,8,2,3,2,0,0,1,0,no,1
377,10378,F,ME,4901,490,23,3,70,85,155,6,1,1,2,0,0,0,2,no,1
378,10379,F,MA,2632,263,21,15,27,87,114,2,0,0,1,0,1,0,0,no,1
379,10380,F,NY,12564,125,9,7,24,18,42,2,1,1,0,0,0,0,0,no,1
380,10381,F,PA,19149,191,21,3,83,124,207,7,2,1,1,0,0,1,2,yes,1
381,10382,F,NY,11747,117,29,29,15,58,73,1,0,0,1,0,0,0,0,no,1
382,10383,M,NJ,7054,705,87,27,138,245,383,12,4,1,1,2,2,1,1,no,1
383,10384,M,RI,2806,280,25,13,41,299,340,4,3,0,1,0,0,0,0,no,1
384,10385,F,PA,18966,189,5,5,15,290,305,1,0,0,0,0,0,0,1,no,0
385,10386,F,NY,14214,142,9,5,29,72,101,2,1,0,0,0,0,0,1,no,1
386,10387,M,NY,11753,117,49,9,106,246,352,10,3,2,2,1,1,0,1,no,0
387,10388,F,MA,2132,213,7,7,15,259,274,1,0,0,0,0,0,1,0,no,0
388,10389,F,PA,19083,190,53,13,104,272,376,9,3,0,1,2,0,1,2,no,1
389,10390,F,NY,14150,141,31,27,29,182,211,2,0,0,1,0,0,0,1,no,1
390,10391,F,NY,12065,120,37,13,100,43,143,9,2,2,1,1,1,2,0,no,0
391,10392,F,NJ,8801,880,23,13,39,142,181,3,0,0,2,0,0,0,1,no,1
392,10393,F,MD,20906,209,9,7,25,81,106,2,1,0,1,0,0,0,0,no,1
393,10394,F,PA,18704,187,1,1,15,272,287,1,0,1,0,0,0,0,0,no,0
394,10395,M,NJ,7087,708,37,15,54,127,181,5,2,0,2,1,0,0,0,no,0
395,10396,F,NY,11510,115,15,15,15,250,265,1,0,1,0,0,0,0,0,no,1
396,10397,F,PA,18102,181,11,7,26,228,254,2,0,1,0,1,0,0,0,no,0
397,10398,M,MA,1907,190,9,3,27,295,322,2,1,0,0,0,1,0,0,no,0
398,10399,F,NY,10011,100,19,19,15,154,169,1,0,0,1,0,0,0,0,no,1
399,10400,M,NY,14454,144,3,1,25,236,261,2,1,0,1,0,0,0,0,no,0
400,10401,F,PA,18657,186,27,15,58,297,355,5,1,0,2,0,1,1,0,no,1
401,10402,F,NY,10965,109,9,9,15,72,87,1,1,0,0,0,0,0,0,no,0
402,10403,F,DE,19971,199,19,13,29,278,307,2,0,0,0,0,0,1,1,no,1
403,10404,F,NY,11568,115,15,9,28,167,195,2,0,0,1,0,0,1,0,no,1
404,10405,M,NJ,8080,808,25,23,28,15,43,2,1,0,0,0,0,1,0,no,1
405,10406,F,NH,3054,305,17,17,15,263,278,1,0,0,1,0,0,0,0,no,1
406,10407,F,NY,11375,113,1,1,15,295,310,1,0,0,0,0,0,0,1,no,1
407,10408,F,NY,12550,125,17,13,29,40,69,2,1,0,0,0,0,0,1,no,1
408,10409,F,MA,1453,145,53,29,96,137,233,8,0,1,2,2,0,2,1,no,0
409,10410,F,NJ,8619,861,7,7,15,3,18,1,0,0,0,0,1,0,0,no,0
410,10411,F,PA,18052,180,19,1,38,172,210,3,0,2,0,0,0,0,1,no,0
411,10412,F,MA,1754,175,15,15,15,292,307,1,0,0,1,0,0,0,0,no,1
412,10413,M,PA,16134,161,51,13,100,223,323,9,1,2,2,2,1,0,1,no,1
413,10414,M,PA,15235,152,25,9,62,131,193,6,2,0,3,1,0,0,0,no,0
414,10415,M,DE,19711,197,13,9,23,223,246,2,2,0,0,0,0,0,0,no,1
415,10416,F,NJ,7601,760,35,11,48,287,335,4,0,0,3,0,0,1,0,no,1
416,10417,M,MA,1810,181,31,25,25,240,265,2,0,0,2,0,0,0,0,no,1
417,10418,M,CT,6877,687,3,3,15,184,199,1,0,0,0,0,1,0,0,no,0
418,10419,M,DE,19803,198,93,25,139,247,386,12,0,2,3,3,1,1,2,no,0
419,10420,F,DC,20003,200,53,11,133,235,368,12,3,1,3,0,3,1,1,yes,1
420,10421,F,NY,11434,114,53,15,105,276,381,10,1,2,5,1,0,1,0,no,1
421,10422,F,NJ,7604,760,11,11,15,191,206,1,0,0,0,0,0,1,0,no,1
422,10423,F,PA,16511,165,5,5,15,113,128,1,0,0,1,0,0,0,0,no,0
423,10424,M,PA,19606,196,15,15,15,270,285,1,0,0,0,1,0,0,0,no,0
424,10425,F,NY,10965,109,47,11,92,327,419,8,2,1,0,2,2,0,1,no,1
425,10426,F,NY,11369,113,11,11,15,281,296,1,0,0,0,0,0,1,0,no,0
426,10427,F,NY,10010,100,25,25,15,191,206,1,0,0,1,0,0,0,0,no,1
427,10428,M,MA,2038,203,17,17,15,5,20,1,0,0,0,1,0,0,0,no,1
428,10429,M,MA,2148,214,65,13,135,146,281,12,5,1,1,4,0,0,1,no,0
429,10430,F,MA,2650,265,1,1,15,10,25,1,0,0,0,0,0,0,1,no,1
430,10431,F,PA,19026,190,15,15,15,259,274,1,0,1,0,0,0,0,0,no,1
431,10432,F,PA,19401,194,37,33,29,241,270,2,1,0,0,0,0,0,1,no,1
432,10433,F,NY,11756,117,21,13,25,214,239,2,1,0,1,0,0,0,0,yes,1
433,10434,F,MA,2072,207,21,11,45,89,134,4,3,0,0,0,0,0,1,no,1
434,10435,F,NJ,7008,700,19,13,28,74,102,2,1,0,0,0,0,1,0,no,1
435,10436,M,MD,20715,207,31,21,56,254,310,5,1,1,0,1,0,2,0,no,1
436,10437,M,PA,18974,189,61,13,122,246,368,11,4,1,2,2,1,1,0,no,1
437,10438,F,NY,10453,104,49,9,80,298,378,7,1,1,1,1,0,2,1,no,1
438,10439,M,NY,10532,105,39,5,103,202,305,9,2,1,2,1,0,2,1,no,1
439,10440,F,NY,14809,148,43,9,146,312,458,12,1,0,3,1,2,2,3,yes,0
440,10441,F,CT,6511,651,3,3,15,220,235,1,0,0,0,0,0,1,0,no,1
441,10442,M,NY,11234,112,41,15,108,84,192,10,2,1,2,3,1,0,1,no,1
442,10443,F,PA,17048,170,59,15,126,249,375,11,2,1,1,1,2,1,3,no,0
443,10444,F,NY,10301,103,13,13,15,220,235,1,0,0,0,0,0,1,0,no,1
444,10445,F,CT,6840,684,33,33,15,298,313,1,0,0,1,0,0,0,0,no,1
445,10446,M,NJ,7029,702,23,15,27,84,111,2,0,0,1,0,1,0,0,no,1
446,10447,M,NJ,7470,747,83,21,129,120,249,11,1,3,1,3,0,1,2,no,0
447,10448,F,PA,18436,184,1,1,15,103,118,1,1,0,0,0,0,0,0,no,1
448,10449,F,PA,16803,168,15,7,29,138,167,2,0,0,0,1,0,0,1,no,1
449,10450,F,MD,20733,207,29,21,33,115,148,3,1,0,2,0,0,0,0,no,1
450,10451,M,NY,10306,103,35,27,28,188,216,2,0,0,1,0,0,1,0,no,1
451,10452,F,RI,2837,283,37,1,65,132,197,6,1,1,3,0,0,1,0,no,1
452,10453,F,NJ,8530,853,45,9,85,69,154,7,0,2,0,1,0,1,3,yes,1
453,10454,F,MD,21047,210,13,13,15,237,252,1,0,0,0,0,0,1,0,no,0
454,10455,F,NJ,7003,700,39,35,25,161,186,2,0,0,2,0,0,0,0,no,1
455,10456,M,NY,10705,107,1,1,15,289,304,1,0,0,0,0,0,1,0,no,1
456,10457,F,NY,13103,131,17,11,27,256,283,2,0,0,1,0,1,0,0,no,1
457,10458,M,PA,19004,190,37,29,25,203,228,2,1,0,1,0,0,0,0,no,1
458,10459,F,VA,20164,201,19,19,15,11,26,1,0,0,1,0,0,0,0,no,1
459,10460,F,NY,10548,105,19,13,29,153,182,2,0,1,0,0,0,0,1,no,1
460,10461,M,NY,11791,117,27,9,71,89,160,6,1,1,1,1,1,0,1,yes,1
461,10462,F,MA,2360,236,87,27,115,74,189,11,4,1,4,0,0,1,1,no,0
462,10463,F,NY,11354,113,17,17,15,246,261,1,0,0,1,0,0,0,0,no,1
463,10464,M,VT,5751,575,37,33,29,22,51,2,0,0,0,0,1,0,1,no,1
464,10465,M,NY,11790,117,37,15,45,151,196,4,2,0,0,2,0,0,0,no,1
465,10466,M,CT,6457,645,33,5,82,163,245,7,2,0,2,1,0,0,2,no,1
466,10467,M,NY,13309,133,15,11,26,110,136,2,0,1,0,1,0,0,0,no,1
467,10468,F,PA,19050,190,13,13,15,96,111,1,0,0,1,0,0,0,0,no,0
468,10469,F,NY,12580,125,43,13,81,177,258,7,0,2,3,0,0,0,2,no,0
469,10470,F,NY,11001,110,47,25,123,322,445,11,1,2,4,1,0,1,2,no,1
470,10471,F,NY,11937,119,7,7,15,133,148,1,0,0,1,0,0,0,0,no,1
471,10472,F,NY,11235,112,35,13,73,106,179,6,0,1,4,0,0,0,1,no,1
472,10473,F,NJ,8081,808,25,23,25,222,247,2,1,0,1,0,0,0,0,no,1
473,10474,F,PA,18966,189,9,9,15,31,46,1,1,0,0,0,0,0,0,no,0
474,10475,F,MD,21035,210,5,1,29,274,303,2,0,0,1,0,0,0,1,no,1
475,10476,M,CT,6810,681,29,21,25,112,137,2,0,1,1,0,0,0,0,no,1
476,10477,M,NY,10954,109,15,11,27,96,123,2,1,0,0,0,1,0,0,yes,0
477,10478,F,NY,11554,115,11,11,15,295,310,1,0,1,0,0,0,0,0,no,1
478,10479,F,CT,6432,643,41,9,134,76,210,12,4,1,5,0,0,2,0,no,1
479,10480,F,NJ,7607,760,9,7,29,89,118,2,0,0,1,0,0,0,1,no,0
480,10481,F,NJ,7035,703,43,25,47,303,350,4,1,0,1,0,1,0,1,no,1
481,10482,M,NY,10603,106,11,11,15,268,283,1,1,0,0,0,0,0,0,no,1
482,10483,F,NY,14025,140,47,15,104,267,371,9,3,0,4,0,0,0,2,no,0
483,10484,F,MA,2186,218,35,11,91,238,329,8,1,2,1,0,1,0,3,no,0
484,10485,M,NJ,7932,793,19,13,26,262,288,2,0,1,0,1,0,0,0,no,0
485,10486,F,NJ,7751,775,19,15,29,255,284,2,0,0,1,0,0,0,1,no,1
486,10487,F,PA,19050,190,7,7,15,113,128,1,1,0,0,0,0,0,0,no,1
487,10488,F,MD,20817,208,13,13,15,170,185,1,0,0,0,0,0,0,1,no,1
488,10489,F,NJ,7760,776,3,3,15,271,286,1,0,0,0,1,0,0,0,no,0
489,10490,F,PA,15101,151,1,1,15,258,273,1,0,0,1,0,0,0,0,no,1
490,10491,M,NJ,7424,742,33,19,50,234,284,4,1,0,1,1,0,0,1,no,1
491,10492,F,ME,4679,467,15,15,15,127,142,1,0,0,1,0,0,0,0,no,0
492,10493,M,PA,19403,194,35,15,62,137,199,5,0,0,3,0,0,1,1,no,1
493,10494,M,NY,12405,124,45,35,55,234,289,4,0,1,0,0,1,0,2,no,1
494,10495,F,PA,19114,191,15,15,15,282,297,1,1,0,0,0,0,0,0,no,1
495,10496,F,NY,11357,113,17,13,29,41,70,2,0,0,1,0,0,0,1,no,1
496,10497,M,MD,20906,209,45,1,122,80,202,11,2,1,3,3,1,1,0,no,1
497,10498,M,PA,18643,186,25,1,54,263,317,5,1,0,3,1,0,0,0,no,1
498,10499,M,NY,11570,115,1,1,15,245,260,1,0,0,0,0,0,0,1,no,1
499,10500,F,NY,14020,140,27,13,33,18,51,3,1,0,1,0,1,0,0,no,1
500,10501,M,NY,11520,115,9,9,15,106,121,1,0,0,0,0,0,0,1,no,0
501,10502,M,PA,15632,156,21,9,48,102,150,4,0,1,1,1,1,0,0,no,1
502,10503,M,NJ,7202,720,13,3,59,106,165,5,2,0,1,0,1,0,1,yes,0
503,10504,F,PA,19020,190,29,13,41,7,48,3,0,0,0,0,1,1,1,yes,0
504,10505,F,DC,20003,200,15,3,63,287,350,5,0,0,3,0,0,0,2,no,1
505,10506,F,NJ,7747,774,13,13,15,220,235,1,0,0,1,0,0,0,0,no,1
506,10507,M,NY,12084,120,5,3,23,195,218,2,2,0,0,0,0,0,0,yes,1
507,10508,F,NY,11722,117,15,15,15,178,193,1,0,0,1,0,0,0,0,no,1
508,10509,F,NJ,7083,708,11,11,15,173,188,1,0,0,1,0,0,0,0,no,1
509,10510,F,NJ,8820,882,11,9,27,183,210,2,0,0,0,0,2,0,0,no,1
510,10511,F,NH,3246,324,15,15,15,143,158,1,0,0,0,1,0,0,0,no,0
511,10512,F,NJ,7421,742,35,31,26,290,316,2,0,1,0,1,0,0,0,no,1
512,10513,F,NJ,7748,774,9,9,15,10,25,1,1,0,0,0,0,0,0,no,0
513,10514,F,NY,11213,112,15,9,29,217,246,2,0,0,0,0,1,0,1,no,1
514,10515,M,NY,10710,107,19,19,15,147,162,1,1,0,0,0,0,0,0,no,0
515,10516,M,MA,2136,213,43,35,25,143,168,2,1,0,1,0,0,0,0,no,1
516,10517,F,RI,2920,292,31,7,61,18,79,5,1,1,1,0,0,1,1,no,0
517,10518,M,NY,11577,115,11,9,23,250,273,2,2,0,0,0,0,0,0,yes,1
518,10519,F,PA,19382,193,13,13,15,266,281,1,0,0,1,0,0,0,0,no,1
519,10520,F,NY,10954,109,3,3,15,206,221,1,0,0,0,0,1,0,0,no,0
520,10521,M,NJ,7644,764,31,9,123,267,390,11,2,1,2,2,0,1,3,no,1
521,10522,M,DE,19970,199,7,3,26,43,69,2,1,0,0,1,0,0,0,no,1
522,10523,F,NY,13152,131,7,7,15,92,107,1,1,0,0,0,0,0,0,no,0
523,10524,F,NY,11942,119,43,3,103,51,154,10,3,2,3,0,2,0,0,no,1
524,10525,F,PA,18052,180,75,7,131,311,442,12,2,2,3,1,2,1,1,no,1
525,10526,F,MA,2632,263,21,15,29,142,171,2,0,0,0,0,1,0,1,yes,1
526,10527,F,NJ,7436,743,39,3,89,100,189,8,1,3,1,1,0,1,1,no,1
527,10528,F,VA,20164,201,13,11,25,155,180,2,1,0,1,0,0,0,0,no,0
528,10529,F,NY,14086,140,15,15,15,155,170,1,0,1,0,0,0,0,0,no,1
529,10530,M,NY,11001,110,39,13,130,39,169,11,0,3,3,2,0,2,1,no,1
530,10531,M,MD,20902,209,9,1,28,66,94,2,0,0,1,0,0,1,0,no,1
531,10532,F,NY,10573,105,17,17,15,295,310,1,1,0,0,0,0,0,0,no,1
532,10533,F,DC,20016,200,15,15,15,197,212,1,1,0,0,0,0,0,0,no,0
533,10534,M,NJ,8088,808,7,7,15,255,270,1,0,0,0,0,0,1,0,no,1
534,10535,M,NJ,8540,854,17,9,25,43,68,2,1,0,1,0,0,0,0,no,1
535,10536,M,NY,13027,130,55,15,99,75,174,9,2,0,2,3,1,0,1,no,1
536,10537,F,NY,10541,105,13,9,23,104,127,2,2,0,0,0,0,0,0,no,1
537,10538,F,PA,19380,193,25,1,85,123,208,7,1,0,2,1,0,1,2,no,1
538,10539,F,MA,1379,137,35,35,15,144,159,1,1,0,0,0,0,0,0,no,0
539,10540,F,MD,21234,212,9,9,15,235,250,1,1,0,0,0,0,0,0,yes,0
540,10541,F,NJ,7062,706,15,15,15,182,197,1,0,1,0,0,0,0,0,no,1
541,10542,M,DE,19720,197,51,9,82,96,178,7,2,0,2,0,1,1,1,no,1
542,10543,F,NY,10032,100,39,9,108,127,235,9,3,0,1,1,0,1,3,yes,1
543,10544,F,PA,19086,190,3,3,15,110,125,1,1,0,0,0,0,0,0,no,1
544,10545,M,DC,20019,200,25,21,28,72,100,2,0,0,0,1,0,1,0,yes,1
545,10546,F,NY,11368,113,7,7,15,26,41,1,0,0,0,0,1,0,0,yes,0
546,10547,M,NY,10314,103,37,9,117,249,366,10,3,1,4,0,0,1,1,no,1
547,10548,F,PA,18977,189,59,9,114,213,327,10,4,2,1,0,1,0,2,yes,1
548,10549,M,MD,21210,212,23,13,49,261,310,4,1,0,1,1,0,1,0,no,1
549,10550,F,NJ,8755,875,59,5,144,105,249,12,3,0,5,0,3,0,1,no,1
550,10551,F,NY,12302,123,7,7,15,104,119,1,0,0,0,1,0,0,0,no,1
551,10552,F,PA,19403,194,13,7,29,1,30,2,0,0,1,0,0,0,1,no,1
552,10553,F,NY,10451,104,47,15,92,34,126,8,2,1,1,2,0,0,2,no,0
553,10554,M,NY,11733,117,37,35,28,102,130,2,0,0,1,0,0,1,0,no,0
554,10555,F,DC,20002,200,19,19,15,61,76,1,0,0,0,1,0,0,0,no,1
555,10556,F,MA,2645,264,51,7,117,218,335,11,2,2,4,1,0,1,1,no,1
556,10557,M,NJ,7002,700,39,33,26,248,274,2,1,0,0,1,0,0,0,no,1
557,10558,M,PA,19103,191,17,11,27,225,252,2,0,0,0,0,2,0,0,yes,1
558,10559,M,PA,19143,191,23,7,53,108,161,4,1,0,0,1,0,1,1,no,0
559,10560,F,PA,19090,190,25,11,40,259,299,3,0,0,0,1,0,0,2,no,0
560,10561,F,PA,19116,191,3,3,15,131,146,1,0,0,0,0,0,0,1,no,1
561,10562,F,MD,21208,212,29,21,28,259,287,2,0,0,1,0,0,1,0,no,1
562,10563,F,NY,11001,110,9,9,15,249,264,1,0,0,0,0,0,1,0,no,1
563,10564,F,PA,19086,190,5,1,27,195,222,2,1,0,0,0,1,0,0,yes,1
564,10565,M,NY,10306,103,19,9,36,258,294,3,0,2,0,0,1,0,0,no,1
565,10566,M,PA,18629,186,67,27,140,291,431,12,3,0,3,0,2,1,3,no,1
566,10567,F,NY,11355,113,59,15,91,44,135,8,3,1,0,1,0,2,1,no,0
567,10568,F,DC,20016,200,15,15,15,133,148,1,0,0,1,0,0,0,0,no,1
568,10569,F,MD,21060,210,15,13,28,97,125,2,0,1,0,0,0,1,0,no,1
569,10570,F,MD,20906,209,25,13,47,200,247,4,2,0,1,0,0,0,1,no,1
570,10571,M,NY,11001,110,25,9,38,204,242,3,1,1,0,0,0,0,1,no,0
571,10572,M,MA,2649,264,11,11,15,212,227,1,0,0,0,0,0,1,0,no,1
572,10573,F,NY,14840,148,39,31,29,58,87,2,1,0,0,0,0,0,1,no,0
573,10574,F,DE,19940,199,17,17,15,20,35,1,0,0,0,1,0,0,0,no,1
574,10575,F,PA,18510,185,17,13,26,59,85,2,0,0,1,1,0,0,0,no,1
575,10576,F,MA,1077,107,39,33,23,263,286,2,2,0,0,0,0,0,0,no,0
576,10577,M,NY,11795,117,39,17,50,298,348,4,2,0,0,0,0,1,1,no,0
577,10578,F,PA,17562,175,13,13,15,4,19,1,0,0,0,1,0,0,0,no,1
578,10579,M,NJ,7438,743,13,9,26,204,230,2,1,0,0,1,0,0,0,no,0
579,10580,F,PA,19087,190,5,5,15,281,296,1,0,0,0,1,0,0,0,no,1
580,10581,F,NY,12149,121,9,9,15,229,244,1,0,0,0,0,1,0,0,no,1
581,10582,F,MA,1821,182,1,1,15,125,140,1,1,0,0,0,0,0,0,yes,1
582,10583,F,NJ,7642,764,15,7,29,75,104,2,0,0,1,0,0,0,1,no,1
583,10584,M,PA,19508,195,31,27,28,273,301,2,1,0,0,0,0,1,0,no,1
584,10585,F,NY,11952,119,45,23,95,212,307,9,3,2,0,2,2,0,0,no,1
585,10586,M,NY,10025,100,21,13,26,33,59,2,1,0,0,1,0,0,0,no,0
586,10587,F,PA,19072,190,11,9,27,64,91,2,0,0,1,0,1,0,0,no,1
587,10588,F,CT,6798,679,45,11,97,218,315,9,3,1,1,2,1,1,0,no,1
588,10589,F,NY,10128,101,11,11,15,30,45,1,0,1,0,0,0,0,0,no,1
589,10590,F,NY,11697,116,11,11,15,284,299,1,0,0,0,1,0,0,0,no,1
590,10591,F,MD,21209,212,29,7,104,117,221,9,1,1,2,1,2,1,1,yes,1
591,10592,F,PA,19050,190,7,7,15,186,201,1,0,0,1,0,0,0,0,no,1
592,10593,M,PA,19462,194,3,3,15,221,236,1,0,0,1,0,0,0,0,no,1
593,10594,F,PA,17901,179,19,15,28,165,193,2,1,0,0,0,0,1,0,no,0
594,10595,M,RI,2864,286,41,25,53,185,238,5,3,0,0,2,0,0,0,no,0
595,10596,F,PA,15238,152,59,19,124,173,297,11,2,2,2,1,1,2,1,no,1
596,10597,F,MA,1510,151,1,1,15,260,275,1,0,0,0,1,0,0,0,no,0
597,10598,F,NY,11412,114,15,3,47,157,204,4,1,0,2,0,0,0,1,no,0
598,10599,F,DE,19713,197,15,15,15,234,249,1,0,0,0,0,0,1,0,no,0
599,10600,F,NY,10024,100,15,11,28,234,262,2,0,0,0,1,0,1,0,no,1
600,10601,F,NY,10548,105,43,29,38,199,237,3,1,1,0,0,0,0,1,no,1
601,10602,F,PA,18509,185,29,29,15,3,18,1,0,0,1,0,0,0,0,no,1
602,10603,F,PA,19040,190,13,5,23,58,81,2,2,0,0,0,0,0,0,no,1
603,10604,F,CT,6119,611,17,13,28,21,49,2,0,0,1,0,0,1,0,no,0
604,10605,F,PA,19073,190,21,13,25,259,284,2,0,1,1,0,0,0,0,no,1
605,10606,F,NY,11234,112,15,11,23,63,86,2,2,0,0,0,0,0,0,no,1
606,10607,F,NY,11356,113,11,5,36,189,225,3,0,0,1,1,0,0,1,no,1
607,10608,F,RI,2806,280,13,9,25,168,193,2,0,1,1,0,0,0,0,no,0
608,10609,F,NY,11704,117,35,35,15,97,112,1,0,0,1,0,0,0,0,no,0
609,10610,F,PA,17309,173,47,9,87,244,331,7,1,0,1,0,0,2,3,yes,0
610,10611,M,DC,20011,200,9,9,15,238,253,1,0,0,0,1,0,0,0,no,1
611,10612,F,RI,2809,280,13,13,15,262,277,1,0,0,1,0,0,0,0,no,1
612,10613,M,NJ,7470,747,51,31,63,211,274,6,3,1,1,0,0,1,0,no,1
613,10614,M,NY,11554,115,35,13,68,53,121,6,1,0,2,2,0,1,0,no,1
